City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
313,Oga,46.4631,10.347,38.08,93,100,4.5,overcast clouds
314,Ixtapa,20.7,-105.2,84.22,83,37,5.01,scattered clouds
315,Talcahuano,-36.7167,-73.1167,62.28,67,0,12.66,clear sky
316,Esmeraldas,-19.7625,-44.3139,77.86,87,98,6.31,light rain
317,Hithadhoo,-0.6,73.0833,82.65,76,100,20.4,moderate rain
318,Saskylakh,71.9167,114.0833,12.45,92,100,12.35,overcast clouds
319,Klaksvik,62.2266,-6.589,47.32,92,100,13.82,overcast clouds
320,Tabas,33.5959,56.9244,64.8,28,1,5.5,clear sky
321,Kavieng,-2.5744,150.7967,83.95,75,70,13.47,light rain
322,Sompeta,18.9333,84.6,76.66,84,53,4.41,broken clouds
323,San Patricio,28.017,-97.5169,86.41,23,0,5.32,clear sky
324,Barra Patuca,15.8,-84.2833,78.46,76,74,15.26,broken clouds
325,Labuan,5.2767,115.2417,77.16,94,20,0.0,few clouds
326,Porto Novo,6.4965,2.6036,84.02,86,100,6.71,overcast clouds
327,Mao,39.8885,4.2658,70.36,88,75,5.75,broken clouds
328,Biak,-0.9131,122.8766,78.24,80,100,1.88,overcast clouds
329,Garissa,-0.4536,39.6401,80.46,63,79,8.59,broken clouds
330,Saint Anthony,45.0205,-93.218,59.14,58,1,1.01,clear sky
331,Lianzhou,24.7811,112.3825,63.43,96,100,0.78,overcast clouds
332,Yatou,37.15,122.3833,57.9,78,78,2.06,light rain
333,Lagoa,39.05,-27.9833,70.38,84,100,23.17,overcast clouds
334,Ondangwa,-17.9167,15.95,78.8,19,45,5.75,scattered clouds
335,Bandrele,-12.9067,45.1914,73.15,88,0,3.44,clear sky
336,Mikhaylov,54.2292,39.0186,43.77,89,24,8.86,few clouds
337,Kahului,20.8947,-156.47,87.06,61,1,10.36,clear sky
338,North Bend,43.4065,-124.2243,61.16,97,90,6.91,overcast clouds
339,Acapulco,16.8634,-99.8901,82.72,78,36,8.88,scattered clouds
340,Young,-32.6833,-57.6333,73.71,69,6,10.58,clear sky
341,Bengkulu,-3.8004,102.2655,76.01,90,100,5.53,overcast clouds
342,Tiksi,71.6872,128.8694,2.59,93,97,9.31,overcast clouds
343,Xining,36.6167,101.7667,33.48,73,91,1.25,overcast clouds
344,Williston,48.147,-103.618,43.21,46,95,8.01,overcast clouds
345,Novoagansk,61.9449,76.6625,9.18,96,88,6.35,overcast clouds
346,Pittsburg,38.028,-121.8847,70.47,78,90,4.0,overcast clouds
347,Jalu,29.0331,21.5482,66.09,51,0,1.59,clear sky
348,San Luis,-33.295,-66.3356,73.17,61,50,15.43,scattered clouds
349,Sobradinho,-12.8333,-39.1,71.04,87,23,5.17,few clouds
350,Shahrud,36.4182,54.9763,50.07,58,39,4.94,scattered clouds
351,Whitehorse,60.7161,-135.0538,39.09,69,75,23.0,broken clouds
352,Sivaki,52.6333,126.75,22.84,47,1,3.18,clear sky
353,Vestmannaeyjar,63.4427,-20.2734,43.68,77,84,3.69,broken clouds
354,Suntar,62.1444,117.6319,26.91,89,100,7.92,overcast clouds
355,Udachnyy,66.4167,112.4,20.55,93,100,12.1,light snow
356,Ampanihy,-24.7,44.75,65.77,83,67,5.44,broken clouds
357,Effingham,32.3669,-81.3332,62.55,70,99,9.37,overcast clouds
358,Grindavik,63.8424,-22.4338,37.87,93,0,9.22,clear sky
359,Coffs Harbour,-30.3,153.1333,64.67,88,90,16.11,overcast clouds
360,Gornyy,55.1153,83.9059,21.79,60,100,9.15,overcast clouds
361,Balkhash,46.844,74.9804,39.09,48,60,9.06,broken clouds
362,Egvekinot,66.3167,-179.1667,2.89,91,100,9.93,overcast clouds
363,Tezu,27.9167,96.1667,64.99,52,45,3.67,scattered clouds
364,Serenje,-13.2325,30.2352,65.21,43,12,2.35,few clouds
365,Ulladulla,-35.35,150.4667,61.7,50,5,4.41,clear sky
366,Kerewan,13.4898,-16.0888,75.31,70,100,9.22,overcast clouds
367,Oktyabrskoye,43.0645,44.7417,32.14,100,0,4.47,mist
368,Broken Hill,-31.95,141.4333,58.71,29,97,10.36,overcast clouds
369,Jagannathpur,22.2333,85.65,67.8,89,79,3.96,broken clouds
370,Kapit,2.0167,112.9333,74.48,98,91,0.92,overcast clouds
371,Vila Franca Do Campo,37.7167,-25.4333,74.19,93,100,14.43,overcast clouds
372,Korhogo,9.45,-5.6333,74.71,77,88,2.01,light rain
373,Jacqueville,5.2052,-4.4146,79.61,83,64,9.6,broken clouds
374,Sicuani,-14.2694,-71.2261,48.76,76,98,3.76,overcast clouds
